소득 분위,가구주 연령대,가구주 학력 수준,가구주 종사상 지위,가구원 수,취업자 수,가구 유형,가구소득(만원)
3분위,30~39세,대졸 이상,상용근로자,4인,2인,노인가구,11954.0
2분위,65세 이상,초졸 이하,자영업자,5인 이상,0인,장애인가구,2613.0
4분위,30~39세,대졸 이상,자영업자,2인,2인,한부모가구,8704.0
4분위,39세 이하,초졸 이하,기타(무직 등),4인,1인,장애인가구,12730.0
1분위,65세 이상,대졸 이상,상용근로자,2인,2인,노인가구,1164.0
2분위,65세 이상,초졸 이하,자영업자,2인,0인,한부모가구,3375.0
4분위,65세 이상,초졸 이하,기타(무직 등),2인,2인,다문화가구,7989.0
3분위,50~59세,중졸,상용근로자,1인,1인,다문화가구,8306.0
5분위,39세 이하,고졸,상용근로자,4인,0인,장애인가구,11128.0
4분위,40~49세,초졸 이하,자영업자,2인,3인 이상,다문화가구,19902.0
1분위,39세 이하,대졸 이상,기타(무직 등),1인,0인,노인가구,1243.0
1분위,50~59세,중졸,기타(무직 등),1인,2인,장애인가구,949.0
4분위,30~39세,대졸 이상,자영업자,3인,3인 이상,노인가구,8289.0
1분위,39세 이하,대졸 이상,자영업자,3인,0인,노인가구,2164.0
3분위,65세 이상,초졸 이하,자영업자,4인,0인,한부모가구,8569.0
5분위,40~49세,초졸 이하,상용근로자,3인,0인,한부모가구,19437.0
3분위,40~49세,고졸,자영업자,4인,1인,한부모가구,6005.0
2분위,30~39세,초졸 이하,자영업자,1인,3인 이상,다문화가구,9994.0
4분위,39세 이하,초졸 이하,임시·일용근로자,1인,3인 이상,한부모가구,10773.0
3분위,50~59세,고졸,자영업자,4인,0인,노인가구,12940.0
3분위,30~39세,대졸 이상,자영업자,3인,3인 이상,장애인가구,9848.0
5분위,39세 이하,고졸,상용근로자,3인,2인,장애인가구,22263.0
2분위,60세 이상,고졸,기타(무직 등),4인,2인,노인가구,3887.0
5분위,40~49세,고졸,상용근로자,5인 이상,0인,다문화가구,13150.0
5분위,50~59세,중졸,임시·일용근로자,3인,2인,장애인가구,27428.0
1분위,65세 이상,대졸 이상,자영업자,2인,0인,노인가구,2809.0
1분위,50~59세,중졸,자영업자,3인,2인,노인가구,951.0
1분위,65세 이상,중졸,자영업자,5인 이상,0인,노인가구,1663.0
1분위,50~59세,초졸 이하,자영업자,1인,0인,장애인가구,1267.0
1분위,40~49세,고졸,자영업자,1인,3인 이상,장애인가구,1139.0
4분위,65세 이상,고졸,자영업자,1인,3인 이상,한부모가구,9643.0
1분위,39세 이하,중졸,임시·일용근로자,3인,0인,한부모가구,2375.0
2분위,65세 이상,초졸 이하,자영업자,1인,3인 이상,노인가구,6603.0
5분위,30~39세,초졸 이하,자영업자,5인 이상,3인 이상,노인가구,14086.0
1분위,39세 이하,초졸 이하,자영업자,5인 이상,1인,노인가구,1849.0
5분위,30~39세,대졸 이상,임시·일용근로자,3인,2인,노인가구,13860.0
2분위,50~59세,중졸,자영업자,2인,3인 이상,장애인가구,6500.0
1분위,39세 이하,대졸 이상,임시·일용근로자,3인,0인,한부모가구,2631.0
4분위,50~59세,초졸 이하,상용근로자,1인,1인,다문화가구,3749.0
4분위,60세 이상,초졸 이하,자영업자,3인,1인,노인가구,11837.0
5분위,50~59세,초졸 이하,기타(무직 등),5인 이상,3인 이상,한부모가구,8648.0
4분위,50~59세,고졸,임시·일용근로자,3인,0인,노인가구,14065.0
5분위,30~39세,중졸,상용근로자,3인,0인,장애인가구,12406.0
2분위,65세 이상,고졸,임시·일용근로자,2인,0인,다문화가구,3387.0
1분위,60세 이상,대졸 이상,임시·일용근로자,5인 이상,0인,한부모가구,1988.0
4분위,50~59세,고졸,상용근로자,4인,0인,한부모가구,9954.0
5분위,50~59세,중졸,자영업자,4인,2인,다문화가구,10733.0
5분위,60세 이상,고졸,자영업자,5인 이상,0인,장애인가구,9696.0
3분위,60세 이상,초졸 이하,임시·일용근로자,4인,0인,다문화가구,7895.0
2분위,39세 이하,대졸 이상,상용근로자,1인,2인,한부모가구,3405.0
4분위,30~39세,대졸 이상,자영업자,4인,3인 이상,다문화가구,5628.0
2분위,60세 이상,초졸 이하,임시·일용근로자,1인,1인,장애인가구,5773.0
5분위,60세 이상,초졸 이하,기타(무직 등),5인 이상,2인,장애인가구,10877.0
5분위,40~49세,초졸 이하,상용근로자,4인,1인,노인가구,18984.0
3분위,65세 이상,중졸,기타(무직 등),4인,1인,다문화가구,15445.0
4분위,60세 이상,고졸,기타(무직 등),1인,2인,다문화가구,8109.0
4분위,30~39세,대졸 이상,임시·일용근로자,1인,0인,한부모가구,9065.0
1분위,65세 이상,고졸,상용근로자,3인,1인,장애인가구,3374.0
5분위,65세 이상,초졸 이하,자영업자,2인,0인,다문화가구,9953.0
3분위,50~59세,초졸 이하,자영업자,4인,3인 이상,한부모가구,13705.0
5분위,50~59세,고졸,임시·일용근로자,2인,2인,노인가구,24565.0
2분위,50~59세,대졸 이상,자영업자,2인,1인,다문화가구,7757.0
5분위,50~59세,중졸,자영업자,4인,0인,다문화가구,26834.0
2분위,40~49세,고졸,기타(무직 등),1인,1인,한부모가구,6167.0
1분위,60세 이상,초졸 이하,기타(무직 등),3인,3인 이상,한부모가구,1192.0
5분위,50~59세,초졸 이하,상용근로자,5인 이상,3인 이상,장애인가구,24799.0
1분위,39세 이하,중졸,기타(무직 등),4인,1인,장애인가구,2368.0
2분위,50~59세,고졸,자영업자,4인,2인,장애인가구,8577.0
5분위,60세 이상,중졸,상용근로자,5인 이상,3인 이상,다문화가구,16293.0
5분위,50~59세,중졸,상용근로자,2인,0인,한부모가구,12019.0
3분위,40~49세,대졸 이상,임시·일용근로자,3인,3인 이상,장애인가구,9187.0
4분위,30~39세,대졸 이상,기타(무직 등),2인,0인,다문화가구,12544.0
3분위,30~39세,초졸 이하,상용근로자,5인 이상,1인,장애인가구,12820.0
2분위,60세 이상,고졸,자영업자,5인 이상,0인,노인가구,4642.0
2분위,30~39세,대졸 이상,상용근로자,3인,1인,다문화가구,6253.0
4분위,30~39세,초졸 이하,상용근로자,5인 이상,3인 이상,장애인가구,5098.0
4분위,39세 이하,고졸,임시·일용근로자,5인 이상,2인,장애인가구,12760.0
4분위,60세 이상,초졸 이하,자영업자,3인,3인 이상,노인가구,6290.0
4분위,60세 이상,대졸 이상,자영업자,4인,3인 이상,노인가구,11780.0
1분위,30~39세,초졸 이하,기타(무직 등),2인,3인 이상,장애인가구,950.0
3분위,30~39세,고졸,자영업자,4인,3인 이상,장애인가구,12856.0
1분위,30~39세,고졸,상용근로자,4인,2인,한부모가구,1712.0
3분위,65세 이상,초졸 이하,자영업자,2인,3인 이상,장애인가구,6226.0
3분위,40~49세,고졸,자영업자,4인,0인,장애인가구,11221.0
5분위,50~59세,초졸 이하,상용근로자,3인,2인,한부모가구,12639.0
2분위,40~49세,고졸,임시·일용근로자,2인,2인,한부모가구,7439.0
1분위,60세 이상,초졸 이하,기타(무직 등),1인,0인,장애인가구,1349.0
1분위,39세 이하,초졸 이하,기타(무직 등),4인,1인,한부모가구,756.0
4분위,50~59세,초졸 이하,임시·일용근로자,5인 이상,3인 이상,다문화가구,5809.0
4분위,39세 이하,중졸,상용근로자,2인,2인,노인가구,7244.0
1분위,65세 이상,고졸,기타(무직 등),1인,3인 이상,다문화가구,2601.0
1분위,60세 이상,대졸 이상,임시·일용근로자,5인 이상,3인 이상,노인가구,2158.0
4분위,65세 이상,초졸 이하,임시·일용근로자,1인,0인,노인가구,16476.0
1분위,60세 이상,중졸,임시·일용근로자,4인,0인,장애인가구,2916.0
5분위,39세 이하,대졸 이상,기타(무직 등),5인 이상,0인,노인가구,12924.0
4분위,39세 이하,초졸 이하,기타(무직 등),4인,3인 이상,다문화가구,7980.0
1분위,39세 이하,대졸 이상,기타(무직 등),5인 이상,2인,장애인가구,1277.0
1분위,60세 이상,중졸,기타(무직 등),2인,2인,한부모가구,1150.0
5분위,30~39세,대졸 이상,자영업자,3인,1인,다문화가구,7663.0
2분위,39세 이하,초졸 이하,임시·일용근로자,3인,3인 이상,장애인가구,5480.0
2분위,65세 이상,대졸 이상,자영업자,1인,1인,노인가구,3296.0
5분위,50~59세,대졸 이상,임시·일용근로자,5인 이상,1인,다문화가구,15789.0
5분위,60세 이상,초졸 이하,기타(무직 등),4인,1인,노인가구,37310.0
5분위,65세 이상,중졸,기타(무직 등),2인,1인,장애인가구,13056.0
4분위,40~49세,중졸,자영업자,2인,1인,장애인가구,9302.0
2분위,40~49세,대졸 이상,상용근로자,2인,3인 이상,한부모가구,7922.0
1분위,50~59세,고졸,기타(무직 등),3인,0인,한부모가구,1684.0
4분위,30~39세,대졸 이상,상용근로자,4인,1인,다문화가구,9673.0
3분위,39세 이하,고졸,임시·일용근로자,2인,2인,한부모가구,7362.0
3분위,60세 이상,대졸 이상,자영업자,2인,3인 이상,노인가구,7756.0
5분위,65세 이상,중졸,상용근로자,1인,1인,노인가구,10902.0
1분위,39세 이하,대졸 이상,상용근로자,5인 이상,2인,한부모가구,2111.0
3분위,65세 이상,대졸 이상,기타(무직 등),5인 이상,1인,한부모가구,4240.0
1분위,60세 이상,고졸,상용근로자,5인 이상,0인,한부모가구,2219.0
3분위,40~49세,중졸,상용근로자,1인,3인 이상,다문화가구,4854.0
1분위,39세 이하,고졸,임시·일용근로자,3인,0인,다문화가구,2212.0
1분위,50~59세,대졸 이상,자영업자,1인,2인,노인가구,1306.0
1분위,30~39세,초졸 이하,기타(무직 등),2인,1인,다문화가구,919.0
4분위,50~59세,대졸 이상,기타(무직 등),4인,0인,다문화가구,10849.0
4분위,30~39세,대졸 이상,상용근로자,2인,0인,장애인가구,12477.0
3분위,65세 이상,고졸,임시·일용근로자,2인,1인,노인가구,7142.0
5분위,39세 이하,초졸 이하,상용근로자,4인,3인 이상,노인가구,21353.0
2분위,39세 이하,초졸 이하,상용근로자,5인 이상,2인,한부모가구,2210.0
2분위,30~39세,고졸,기타(무직 등),1인,3인 이상,장애인가구,3250.0
5분위,40~49세,중졸,상용근로자,3인,2인,한부모가구,26841.0
2분위,60세 이상,초졸 이하,상용근로자,2인,2인,다문화가구,5040.0
5분위,50~59세,초졸 이하,임시·일용근로자,2인,0인,노인가구,7599.0
1분위,65세 이상,고졸,기타(무직 등),3인,1인,다문화가구,1138.0
5분위,50~59세,중졸,자영업자,1인,3인 이상,다문화가구,11063.0
1분위,50~59세,중졸,임시·일용근로자,2인,0인,장애인가구,1408.0
5분위,65세 이상,대졸 이상,임시·일용근로자,3인,0인,장애인가구,13800.0
3분위,65세 이상,대졸 이상,임시·일용근로자,2인,0인,노인가구,9141.0
5분위,39세 이하,고졸,기타(무직 등),5인 이상,3인 이상,노인가구,15567.0
1분위,50~59세,중졸,상용근로자,5인 이상,0인,장애인가구,2593.0
3분위,60세 이상,고졸,자영업자,2인,1인,장애인가구,10085.0
5분위,60세 이상,대졸 이상,기타(무직 등),2인,0인,장애인가구,19222.0
3분위,30~39세,고졸,상용근로자,5인 이상,0인,장애인가구,13562.0
4분위,65세 이상,고졸,임시·일용근로자,2인,2인,노인가구,7366.0
4분위,39세 이하,초졸 이하,기타(무직 등),1인,0인,노인가구,5194.0
3분위,60세 이상,초졸 이하,상용근로자,1인,3인 이상,다문화가구,13791.0
4분위,40~49세,초졸 이하,자영업자,4인,3인 이상,다문화가구,9086.0
3분위,39세 이하,대졸 이상,자영업자,1인,1인,다문화가구,8998.0
5분위,39세 이하,고졸,상용근로자,2인,3인 이상,노인가구,12424.0
1분위,60세 이상,초졸 이하,기타(무직 등),2인,3인 이상,한부모가구,1176.0
2분위,40~49세,초졸 이하,임시·일용근로자,3인,0인,다문화가구,7734.0
5분위,30~39세,초졸 이하,상용근로자,1인,1인,한부모가구,23732.0
5분위,60세 이상,대졸 이상,임시·일용근로자,5인 이상,3인 이상,한부모가구,21900.0
3분위,40~49세,대졸 이상,자영업자,5인 이상,1인,한부모가구,11686.0
4분위,39세 이하,고졸,상용근로자,4인,1인,장애인가구,10804.0
2분위,40~49세,고졸,자영업자,3인,2인,노인가구,5810.0
1분위,39세 이하,고졸,임시·일용근로자,5인 이상,2인,노인가구,1403.0
3분위,60세 이상,초졸 이하,임시·일용근로자,4인,0인,다문화가구,13810.0
2분위,65세 이상,중졸,상용근로자,1인,3인 이상,다문화가구,4747.0
3분위,60세 이상,대졸 이상,상용근로자,3인,0인,노인가구,9867.0
1분위,50~59세,초졸 이하,상용근로자,3인,0인,장애인가구,1091.0
5분위,50~59세,초졸 이하,자영업자,2인,1인,노인가구,12296.0
5분위,50~59세,고졸,임시·일용근로자,1인,1인,한부모가구,14563.0
4분위,60세 이상,고졸,임시·일용근로자,3인,1인,노인가구,6239.0
3분위,30~39세,초졸 이하,자영업자,4인,0인,장애인가구,11709.0
2분위,60세 이상,대졸 이상,상용근로자,5인 이상,3인 이상,노인가구,3215.0
5분위,65세 이상,대졸 이상,기타(무직 등),1인,0인,노인가구,16654.0
4분위,40~49세,초졸 이하,상용근로자,1인,0인,노인가구,9073.0
1분위,60세 이상,중졸,기타(무직 등),3인,0인,한부모가구,729.0
5분위,60세 이상,중졸,기타(무직 등),3인,2인,다문화가구,13417.0
5분위,39세 이하,대졸 이상,자영업자,3인,2인,장애인가구,17730.0
5분위,39세 이하,고졸,임시·일용근로자,4인,3인 이상,한부모가구,19000.0
4분위,39세 이하,중졸,임시·일용근로자,2인,2인,노인가구,7930.0
4분위,60세 이상,중졸,임시·일용근로자,3인,0인,노인가구,11281.0
3분위,30~39세,고졸,임시·일용근로자,2인,2인,다문화가구,8146.0
5분위,40~49세,중졸,자영업자,2인,2인,다문화가구,16094.0
5분위,40~49세,초졸 이하,기타(무직 등),1인,0인,다문화가구,17701.0
1분위,65세 이상,중졸,임시·일용근로자,5인 이상,3인 이상,한부모가구,2181.0
1분위,30~39세,고졸,기타(무직 등),5인 이상,2인,장애인가구,1149.0
2분위,30~39세,초졸 이하,자영업자,4인,0인,다문화가구,4537.0
5분위,40~49세,중졸,상용근로자,4인,0인,노인가구,12249.0
5분위,50~59세,대졸 이상,자영업자,5인 이상,0인,장애인가구,14014.0
1분위,39세 이하,초졸 이하,임시·일용근로자,5인 이상,1인,노인가구,2663.0
3분위,39세 이하,초졸 이하,상용근로자,1인,0인,노인가구,10701.0
2분위,40~49세,대졸 이상,자영업자,1인,2인,장애인가구,3506.0
5분위,30~39세,대졸 이상,자영업자,5인 이상,2인,한부모가구,12589.0
5분위,65세 이상,중졸,기타(무직 등),3인,0인,장애인가구,18580.0
5분위,50~59세,중졸,자영업자,3인,1인,다문화가구,11138.0
3분위,40~49세,고졸,상용근로자,1인,1인,장애인가구,6367.0
3분위,39세 이하,고졸,자영업자,2인,1인,다문화가구,14574.0
2분위,60세 이상,초졸 이하,임시·일용근로자,5인 이상,2인,다문화가구,4313.0
1분위,30~39세,대졸 이상,기타(무직 등),4인,1인,장애인가구,2205.0
5분위,60세 이상,대졸 이상,상용근로자,3인,3인 이상,장애인가구,26446.0
5분위,65세 이상,고졸,상용근로자,2인,3인 이상,다문화가구,11936.0
5분위,40~49세,초졸 이하,자영업자,3인,1인,노인가구,11212.0
5분위,39세 이하,초졸 이하,임시·일용근로자,2인,3인 이상,장애인가구,14332.0
3분위,50~59세,고졸,기타(무직 등),5인 이상,0인,한부모가구,5506.0
4분위,60세 이상,고졸,상용근로자,5인 이상,1인,다문화가구,9032.0
5분위,50~59세,고졸,기타(무직 등),5인 이상,1인,노인가구,14742.0
